,title,published_date,views,likes,comments,month
282,No me CREO el HORARIO de SUEÑO de CRISTIANO RONALDO!,2021-10-01,242177,13578,1167,Oct
283,El día que un ARQUERO HUMILLÓ al REAL MADRID!!!,2021-09-30,85042,5634,493,Sep
284,JON JONES al BORDE del ABISMO!!!,2021-09-30,123506,7351,1005,Sep
285,El nuevo MUTANTE del CULTURISMO NICK WALKER!!!,2021-09-29,1073737,25122,1750,Sep
286,¨Estos PLUMA no entienden hasta que les PEGO¨ CONOR MCGREGOR,2021-09-28,284835,11601,954,Sep
287,USYK hace un MARACANAZO a ANTHONY JOSHUA!,2021-09-28,125109,5753,754,Sep
288,Nick Díaz ya No es PELEADOR!,2021-09-27,201326,9725,1150,Sep
289,Volkanovski es COLOSSUS!!! Ortega todo CORAZÓN!,2021-09-26,160140,9879,918,Sep
290,Directa UFC 266,2021-09-26,130313,3244,127,Sep
291,JON JONES ARRESTADO NUEVAMENTE!!!,2021-09-25,155177,8559,834,Sep
292,Adesanya repite PLATO en ENERO!,2021-09-25,101406,6195,632,Sep
293,Por qué ERLING HALAAND es una BESTIA???,2021-09-24,240351,15748,1217,Sep
294,LARRATT vs THOR lo mejor fueron las ESCUPIDAS,2021-09-24,110795,4443,369,Sep
295,REGRESA el MEJOR de los DÍAZ!,2021-09-23,126761,7171,594,Sep
296,Qué pasó con el NIÑO GIGANTE de 2.30 Metros??? Róbert Bobróczky,2021-09-22,511244,14868,1071,Sep
297,Yoel Romero NO sabía que eran 3 ASALTOS!???,2021-09-21,172009,8026,934,Sep
298,Al chico SYNTHOL le EXPL0T4 el BICEPS en MMA!,2021-09-19,352942,13984,1077,Sep
299,TERRY CREWS en 4% de GRASA CORPORAL y la MENTIRA del AYUNO INTERMITENTE,2021-09-18,325776,13566,937,Sep
300,CULTURISTA vs peleador de BJJ TÉCNICA vs MÚSCULO!,2021-09-18,217284,8426,592,Sep
301,JAKE PAUL quiere a JORGE MASVIDAL!,2021-09-17,119291,5985,627,Sep
302,ANGEL 7 REAL es NATURAL???,2021-09-17,95068,6870,793,Sep
303,Debuta un TRANS EX soldado en MMA!,2021-09-16,211779,13372,2028,Sep
304,"CRISTIANO RONALDO vendió más que MESSI, LEBRON y BRADY!!!",2021-09-15,81494,6213,948,Sep
305,Directo para los CONORGRUPI!,2021-09-14,33240,1840,235,Sep
306,McGREGOR vs Machine Gun Kelly. Conor lo vuelve a HACER!!!,2021-09-14,218848,10461,1641,Sep
307,Paulo Costa vs. Marvin Vettori es OFICIAL!,2021-09-13,99147,5695,691,Sep
308,El BICHO debutó con 2 y a llorar a MATERNIDAD!,2021-09-13,102271,9398,1247,Sep
309,SENTÍ pena por HOLYFIELD! 😢,2021-09-12,165308,9439,1617,Sep
310,Vitor DESTRUYO a Holyfield y Silva a Tito!!! 30 MILLONES para Jake Paul!!!,2021-09-12,85150,4047,530,Sep
311,El BEEF entre Sean O'Malley y Paddy Pimblett! PUEDEN PELEAR???,2021-09-11,258140,8315,802,Sep
312,"Green Fits Explica de Donde Nace el ""Paulo Costa es Lindo"" @Lichald Scott MMA",2021-09-10,43791,4092,333,Sep
313,PIERDEN por GORDOS???,2021-09-10,100969,5450,577,Sep
314,"El NUEVO CONOR McGREGOR es Paddy Pimblett (""The Baddy"")",2021-09-08,322301,10829,1347,Sep
315,Alex Pereira ROBÓ a ADESANYA???,2021-09-08,133707,5736,756,Sep
316,ESCÁNDALO!!! DOPAJE del TEAM CANELO!,2021-09-07,183268,10232,1334,Sep
317,El TERROR de ADESANYA llega a la UFC!!!,2021-09-06,527752,11591,1103,Sep
318,Fue una ESTUPIDEZ retar al CANELO!,2021-09-04,251678,11616,1158,Sep
319,McGREGOR RETA a  NATE DÍAZ!!! Esto si tiene SENTIDO!!!,2021-09-04,124800,7196,669,Sep
320,😂TIKTOK RIDÍCULO😂,2021-09-03,150055,17625,2807,Sep
321,Kylian Mbappé preso en el PSG y QATAR compra el FUTBOL!,2021-09-02,95116,7139,1269,Sep
322,"CHITO VERA tiene que MOLER a ""Frankie"" Edgar!!!",2021-09-02,87469,5430,484,Sep
323,Georges St-Pierre usó ESTER0IDES???,2021-09-01,127220,6207,658,Sep
324,Qué sigue para JAKE PAUL??? A McGREGOR no le INTERESA!!!,2021-08-31,124489,6070,711,Aug
325,La REVANCHA será en BOXEO!!!,2021-08-31,83766,4003,538,Aug
326,JAKE PAUL ganó y TYRON estuvo DORMIDO,2021-08-30,247808,10020,1169,Aug
327,Conor McGregor mueve MANCUERNAS de 80 Lbs en plena RECUPERACIÓN!!!,2021-08-30,512041,13587,1094,Aug
328,JAKE PAUL GANA PERO.....,2021-08-30,150907,6526,585,Aug
329,KHABIB VS las CHICAS de la UFC!!!,2021-08-29,236031,12269,3158,Aug
330,JAKE PAUL va a PERDER!!!,2021-08-28,172334,8920,1065,Aug
331,BOMBA!!! RONALDO al Manchester United!!!,2021-08-27,134176,10879,1313,Aug
332,POIRIER quiere pelear con USMAN! RIP POIRIER!!!,2021-08-27,153818,7601,1181,Aug
333,El BRUTAL CAMBIO de Vinicius JR siguiendo los pasos de CRISTIANO RONALDO!!!,2021-08-26,1081053,13686,801,Aug
334,RÁPIDO y FURIOSOS 9 es BASURA INCREÍBLE!!!,2021-08-26,125399,11449,2808,Aug
335,MASVIDAL predice un K0 para JAKE PAUL!!!,2021-08-25,125149,6696,588,Aug
336,KHABIB está HABLANDO DEMASIADO!!!,2021-08-24,164191,9167,1627,Aug
337,CANCELARON a ARNOLD! ESTO es INACEPTABLE!,2021-08-24,113645,6994,1861,Aug
338,Ugas RETIRA a Manny Pacquiao!,2021-08-23,131585,6993,903,Aug
339,McGREGOR intenta HUMILLAR a las LEYENDAS???,2021-08-22,102931,5830,871,Aug
340,El nuevo JUGUETE ROTO del CANELO???,2021-08-21,265346,9401,1543,Aug
341,La REENCARNACIÓN de RONDA ROUSEY!!!,2021-08-21,103334,5894,912,Aug
342,Sean O'Malley quiere ser McGREGOR sin GANAR a NADIE!,2021-08-20,205594,8162,877,Aug
343,La ROCA revela el PROBLEMA de su ABDOMEN y NO le CREO!,2021-08-19,396773,17228,1042,Aug
344,José Aldo QUIERE JUGAR con la SERPIENTE 🐍,2021-08-18,88122,5030,440,Aug
345,Si MESSI fuera CUBANO le pagarían con ESTO!,2021-08-18,84288,9073,1178,Aug
346,PAULO COSTA vuelve a CULPAR al VINO!,2021-08-17,136804,7164,622,Aug
347,POIRIER es DURO y OLIVEIRA un COBARDE!,2021-08-16,388207,11277,1330,Aug
348,😂 MESSI no es RENTABLE! 😂,2021-08-15,394731,20285,2614,Aug
349,La REALIDAD TRANS. Respuesta a La gata de Schrödinger,2021-08-14,289614,24027,2244,Aug
350,Anderson Silva y Tito Ortiz en BOX. Lo van a MOLER a TITO!,2021-08-13,69279,3975,366,Aug
351,"MESSI al PSG, se ROMPE el Futbol???",2021-08-12,151082,10036,1490,Aug
352,Cuando el BOXEO falla en MMA!!!,2021-08-11,108205,5853,550,Aug
353,La EVOLUCIÓN de la MMA,2021-08-10,138768,8631,665,Aug
354,Le dicen DELINCUENTE a MESSI en plena TV ESPAÑOLA!!!,2021-08-09,370873,26982,4829,Aug
355,KHABIB responde y CONOR CONTRAATACA!!!,2021-08-08,141276,7686,1214,Aug
356,PODER vs TÉCNICA. Quién GANA?,2021-08-07,104465,6160,720,Aug
357,Quién PIERDE con la SALIDA de MESSI???,2021-08-06,271600,15996,2223,Aug
358,ViToRT Belfort vs Óscar de la COCA! En BOX!!!,2021-08-06,102826,4696,594,Aug
359,NEYMAR GORDO es un RONALDINHO sin CARIÑO,2021-08-05,182773,10907,1174,Aug
360,NATE DÍAZ siempre GANA en una PELEA INFINITA?,2021-08-05,83407,5032,585,Aug
361,El CANELO le muestra como se HACE a BRANDON MORENO,2021-08-04,300084,16496,802,Aug
362,MOURINHO y el NIÑO de las PELOTAS,2021-08-04,85060,7513,536,Aug
363,USMAN cree que le GANA al CANELO en BOX!,2021-08-03,164643,10884,1825,Aug
364,EDDIE HALL se rompe el Biceps BOXEANDO!!!,2021-08-02,663849,6152,545,Aug
365,La ROCA en su MEJOR FORMA a sus casi 50!,2021-08-01,210171,13411,927,Aug
366,La UFC DESPRECIA a STIPE MIOCIC,2021-07-31,120924,7179,776,Jul
367,JUSTIN GAETHJE NO le tiene MIEDO a CHANDLER!,2021-07-31,116940,6639,771,Jul
368,McGREGOR se BURLA del PADRE de KHABIB!!!,2021-07-30,170164,9439,1679,Jul
369,LOGAN PAUL vs ANDERSON SILVA! Esto NO me lo esperaba!!!,2021-07-28,216828,10338,947,Jul
370,JO LINDNER. Otra ROTURA de BICEPS!,2021-07-28,116444,6063,464,Jul
371,CONOR McGREGOR tiene ARTRITIS CRÓNICA! Está ACABADO???,2021-07-27,267159,11832,1367,Jul
372,El ROBO de la SERPIENTE???,2021-07-26,149916,8472,1109,Jul
373,KHABIB se cree MEJOR que JON JONES?,2021-07-25,191006,10211,2585,Jul
374,"CRISTIANO RONALDO, solo ARROZ, POLLO y BRÓCOLI???",2021-07-24,263905,15008,1220,Jul
375,Regresa la SERPIENTE DOPADA!!!,2021-07-23,149334,7120,793,Jul
376,MAKHACHEV APLASTA y KHABIB sigue INVICTO!,2021-07-22,131047,7296,789,Jul
377,Todos ODIAN a McGREGOR ahora!,2021-07-21,284929,12425,2010,Jul
378,JAKE PAUL se COME a Tyron Woodley​ en el TRASH TALK,2021-07-20,178104,8145,861,Jul
379,NO TE TATÚES. Respuesta a ROMA GALLARDO,2021-07-18,486032,33237,3178,Jul
380,El KHABIB 2.0 será CAMPEÓN???,2021-07-17,183743,8690,1035,Jul
381,MAESTRO Muay Thai VS CALLEJERO,2021-07-16,350449,19949,1465,Jul
382,MANDÍBULA de HGH en HOLLYWOOD,2021-07-16,275255,11498,790,Jul
383,CONOR McGREGOR y la pierna de TITANIO!!!,2021-07-15,185735,9869,1554,Jul
384,DUSTIN POIRIER molió a CONOR McGREGOR en el PISO y ARRIBA!!!,2021-07-13,209892,10206,2070,Jul
385,Cómo se QUEBRO CONOR McGREGOR??? NO fue un CHECK!,2021-07-12,405413,17821,2922,Jul
386,POIRIER VS MCGREGOR 3 Mi reacción en VIVO,2021-07-11,316685,17219,1660,Jul
387,Poirier vs McGregor 3 FINAL ANTICLIMÁTICO,2021-07-11,258131,9088,1261,Jul
388,CONOR RECUPERADO y la COPIA de ALIEXPRESS de Sean O'Malley,2021-07-10,115507,5883,624,Jul
389,"El DIBU Martínez se COMIÓ a Colombia! ⚽ ""MIRÁ QUE TE COMO, HERMANO""",2021-07-10,122108,9287,1474,Jul
390,CONOR quiere QUEBRAR a DUSTIN POIRIER usando a su MUJER,2021-07-09,199840,9988,1749,Jul
391,Conor McGregor VS Dustin Poirier 3 || UFC 264 PREDICCIONES,2021-07-09,147134,8175,1265,Jul
392,Esto son ARTES MARCIALES MIXTAS CONOR McGREGOR,2021-07-08,147800,8447,1281,Jul
393,La GUARDIA de CONOR realmente IMPORTA???,2021-07-07,187681,8516,850,Jul
394,CHOQUE de ESTILOS. Derrick Lewis vs Ciryl Gane!,2021-07-06,74859,4107,457,Jul
395,HECTOR LOMBARD y los CONOR McGREGOR de CARTÓN,2021-07-06,114374,5314,470,Jul
396,Floyd Mayweather salvó la VICTORIA de GERVONTA DAVIS???,2021-07-05,253404,7974,565,Jul
397,CONOR vs POIRIER y la predicción de KHABIB,2021-07-04,224320,10511,897,Jul
398,PRIMER atleta TRANS en las OLIMPIADAS,2021-07-03,356789,24610,5103,Jul
399,Dana White quiere J0D3R a Francis Ngannou,2021-07-02,159229,9175,899,Jul
400,Israel Adesanya hace un CHUTY a Robert Whittaker,2021-07-01,128385,6844,774,Jul
401,Por qué los HERMANOS PAUL le TEMEN a Anderson Silva???,2021-06-30,138585,6538,554,Jun
402,GANE no GANA a NGANNOU!!!,2021-06-29,188380,7641,848,Jun
403,Dustin tenía que GANAR por K0 a Conor McGregor por DINERO!,2021-06-28,154577,7349,641,Jun
404,LOMA es el MAESTRO!!! Una CLASE de BOX a Nakatani,2021-06-28,87710,4353,711,Jun
405,El PODER BRUTAL de Gervonta Davis!,2021-06-27,143833,6582,887,Jun
406,Chito Vera los CODOS son ESPADAS,2021-06-27,153857,7706,547,Jun
407,Francis Ngannou salió de una MINA || Desmotivación para PROGRES,2021-06-26,167092,12678,1432,Jun
408,La primera DERROTA de KHABIB a los 17 años!!! REACCIÓN,2021-06-25,78544,4708,641,Jun
409,LARRY WHEELS ACUSADO de usar PESOS FALSOS!!!,2021-06-25,85081,5052,334,Jun
410,Los CORTES de PESO están ROMPIENDO a los BRASILEROS,2021-06-24,162197,7473,730,Jun
411,Muay Thai VS Taekwondo REACCIÓN!!!,2021-06-23,174332,11473,1536,Jun
412,La PEOR FORMA de WILL SMITH y la G0RD0F0B14,2021-06-23,197238,14655,1105,Jun
413,Conor McGregor y las FIESTAS antes de las PELEAS,2021-06-22,187252,8935,852,Jun
414,Paulo Costa NO PELEA por TRANSPLANTE CAPILAR!?,2021-06-21,764991,9112,1056,Jun
415,Cómo Giannis Antetokounmpo y Kevin Durant PESAN lo MISMO???,2021-06-21,189661,9556,580,Jun
416,"ANDERSON SILVA HUMILLA a Julio César Chávez, Jr  y al BOXEO",2021-06-20,550511,19034,2690,Jun
417,Tyson Fury vs. Deontay Wilder III CRÓNICA de una DERROTA ANUNCIADA,2021-06-20,242733,8416,896,Jun
418,CRISTIANO RONALDO hace PERDER MILES DE MILLONES a COCA COLA!!!,2021-06-19,202843,14557,1795,Jun
419,Sylvester Stallone y los PESOS FALSOS!!!,2021-06-18,876129,22402,1629,Jun
420,Paulo Costa NO PELEA y quiere ser un HERMANO PAUL!,2021-06-17,201720,9149,711,Jun
421,ISRAEL ADESANYA está FUERA de la MATRIX!!!,2021-06-15,203150,11930,1375,Jun
422,Brandon Moreno y QUE VIVA MÉXICO KBR0NES!!!,2021-06-14,212949,17122,1265,Jun
423,"ADESANYA y MORENO bestiales, DURO NATE!",2021-06-13,146506,7463,747,Jun
424,ADESANYA BAJO de PESO y FIGUE casi en los HUESOS!,2021-06-12,154098,7262,608,Jun
425,A NATE DÍAZ lo van a MOLER!!!,2021-06-12,126004,7336,1209,Jun
426,Israel Adesanya vs Marvin Vettori 2 || UFC 263 PREDICCIONES,2021-06-11,140481,7541,926,Jun
427,RONDA ROUSEY DESTRUYE al FEMINISMO!!!,2021-06-10,363078,20680,1546,Jun
428,3 NINJAS 1 PELEA || Yair Rodríguez VS Max Holloway,2021-06-10,111521,5537,704,Jun
429,ELLIOT PAGE trans con ABDOMINALES FALSOS???,2021-06-09,336751,12199,2028,Jun
430,LOGAN PAUL ESTABA ENORME porque DOPING!!!,2021-06-08,306625,14624,1184,Jun
431,Santiago Ponzinibbio RENDIRSE JAMÁS,2021-06-07,100198,9280,865,Jun
432,BIEN logan DECEPCIONANTE Floyd Mayweather,2021-06-07,245727,8782,884,Jun
433,Muhammad Ali vs  Antonio Inoki INTENTO de MMA y ALI al H0SPIT4L,2021-06-06,681606,10507,1263,Jun
434,Por qué KHABIB RECHAZÓ los 100 MILLONES?,2021-06-05,196189,10129,1077,Jun
435,La TRISTE HISTORIA del pequeño HÉRCULES,2021-06-04,448567,15439,725,Jun
436,Jake Paul vs. Tyron Woodley otra VERGÜENZA para las MMA???,2021-06-03,265407,10481,1359,Jun
437,CONOR McGREGOR está ACABADO???,2021-06-02,416046,17239,2033,Jun
438,El NIÑO los HUMILLA a TODOS nuevamente!!!,2021-06-01,146992,7179,843,Jun
439,El CANELO ROBÓ a Erislandy Lara???,2021-05-31,119192,6904,1482,May
440,IBAI vs ESPINO para la OTRA! Y tenían RAZÓN!,2021-05-30,228990,14349,1592,May
441,A CONOR McGREGOR cualquier otro BOXEADOR lo D3STR0ZA!,2021-05-29,194322,9826,1572,May
442,WOW las MMA en ESPAÑA con Enrique 'Wasabi' y El bala,2021-05-28,31910,1264,108,May
443,Usó EPO para un CORTE de PESO BRUTAL!,2021-05-28,158610,6789,600,May
444,CUANDO las MMA DESTRUYERON al BOXEO!!!,2021-05-27,103679,5683,1232,May
445,De REPARTIDOR de PIZZA a CANDIDATO al TÍTULO || Rob Font vs Cody Garbrandt,2021-05-26,88005,5526,521,May
446,Es LEBRON JAMES el MEJOR ATLETA de la HISTORIA???,2021-05-26,155999,9227,2444,May
447,DANA WHITE ODIA a Oscar de la Hoya pero GSP NO TIENE LA CULPA,2021-05-25,118537,5380,631,May
448,CAMPEÓN de UFC derrotado por un DESCONOCIDO,2021-05-24,367044,13401,1198,May
449,Francis KONG VS Derrick ZILLA || La 2 PEGADAS más DURAS de la UFC,2021-05-22,136866,7248,823,May
450,El REGRESO de PAULO COSTA frente a Jared Cannonier,2021-05-21,124806,6548,730,May
451,El BRUTAL CAMBIO de la MONTAÑA para EDDY HALL,2021-05-20,319429,11118,544,May
452,DEBATE: PUEDE el CANELO GANAR en 10 SEGUNDOS? con @IQFight,2021-05-20,35952,1698,336,May
453,CANELO: Nadie Me Aguanta 10 Segundos En La CALLE!!!,2021-05-19,669089,28462,6901,May
454,El CULTURISTA más GRANDE del MUNDO!,2021-05-19,134072,5184,439,May
455,El KO más RARO de la HISTORIA!!!,2021-05-18,259703,9724,938,May
456,OLIVEIRA el RENACIDO le RESPONDE a CONOR! UFC 262 ANÁLISIS,2021-05-17,201461,10796,1241,May
457,TONY FERGUSON ESTÁ ACABADO!?,2021-05-16,176181,9177,1417,May
458,F por TONY! Grande CHARLES,2021-05-16,129081,6102,351,May
459,El FINAL de TONY FERGUSON???,2021-05-15,162716,7957,1209,May
460,CONOR McGREGOR ganó más que RONALDO y MESSI en 2020!!!,2021-05-14,99708,6870,1677,May
461,El CANELO ARRUINÓ la CARRERA de Billy Joe Saunders???,2021-05-13,827210,26066,2816,May
462,BASKET vs CULTURISMO || The Professor VS Kali Muscle,2021-05-13,64523,3892,344,May
463,Tess Holliday revela que es AN0R3X1K y YO que soy RUBIO!,2021-05-12,248402,20717,1794,May
464,JAKE PAUL TROLEA a FLOYD MAYWEATHER,2021-05-11,229384,11614,1032,May
465,PELEADOR ARGENTINO GANA 1 MILLÓN y se lo quieren ROBAR,2021-05-11,359160,33090,3974,May
466,El BRUTAL CAMBIO FÍSICO de RUMBLE JOHNSON para BELLATOR!,2021-05-10,88705,4698,535,May
467,El CANELO PEGA con un YUNQUE!,2021-05-09,1008236,30237,2959,May
468,ESTO es una LOCURA! || DIEGO SÁNCHEZ NECESITA AYUDA,2021-05-09,175549,7834,836,May
469,Michael 'Venom' Page te deja la CARA de VOLDEMORT,2021-05-08,147296,5753,683,May
470,El CANELO vs CONOR Joe Saunders,2021-05-08,145319,8549,979,May
471,EDEN HAZARD se RIE del MADRID!!! DESAHOGO!,2021-05-07,152965,12151,1703,May
472,Kingdom || UNA SERIE muy BRUTAL de MMA,2021-05-07,77238,5337,662,May
473,El CAMPEÓN no tiene que ESPERAR por NADIE || Israel Adesanya VS Marvin Vettori,2021-05-06,131142,6771,673,May
474,JAKE PAUL VA GANANDO en su JUEGO del HATE,2021-05-05,121660,7248,759,May
475,La FUERZA mas LOCA del MUNDO Kyriakos Grizzly,2021-05-05,147578,7069,692,May
476,DIEGO SÁNCHEZ DESTRUYÓ su propio LEGADO no la UFC,2021-05-04,146620,6436,655,May
477,NICK DIAZ entre MASVIDAL y CHIMAEV,2021-05-03,112428,5305,656,May
478,JIRI PROCHAZKA la NUEVA BESTIA de la UFC,2021-05-02,222347,10701,1102,May
479,FRANCIS NGANNOU y el MIEDO a la PEGADA,2021-05-02,160920,7394,836,May
480,JORGE MASVIDAL ATRAPADO 3 VECES con el mismo GOLPE,2021-05-01,139370,6240,627,May
481,DUSTIN POIRIER SOMETE al HOMBRE mas FUERTE del MUNDO (Brian Shaw),2021-04-30,292296,10445,958,Apr
482,TYSON FURY quiere PELEAR con FRANCIS NGANNOU,2021-04-29,140569,7430,1293,Apr
483,JON JONES ENORME (245 lbs) y la ENVIDIA de CHAEL SONNEN,2021-04-28,214615,10328,1126,Apr
484,El PODER de la ROSA! UFC 261,2021-04-27,263527,12900,1287,Apr
485,BRUTAL LEG KICK y PIERNA DORMIDA!!! UFC 261,2021-04-26,215754,7742,701,Apr
486,BRUTAL LES10N de Chris Weidman!,2021-04-25,316017,12792,1257,Apr
487,USMAN DESTRUYE a MASVIDAL || UFC 261 ANÁLISIS,2021-04-25,280860,14726,2750,Apr
488,Usman cumplió por KO,2021-04-25,151492,6097,747,Apr
489,Sin SUPER LIGA el FUTBOL se MUERE,2021-04-24,79557,7316,1770,Apr
490,EL PELEADOR AL QUE TEMÍA JORGE MASVIDAL (RESUBIDO),2021-04-24,174900,7440,624,Apr
491,UFC 261: Usman vs Masvidal 2 || PREDICCIONES,2021-04-23,153813,8996,1544,Apr
492,Directa con JUAN ESPINO y la polémica RODILLA,2021-04-22,255267,7659,392,Apr
493,JORGE MASVIDAL y el ARTE de DECIR lo que te SALGA de los 🔞!,2021-04-22,213923,12823,1074,Apr
494,DUSTIN POIRIER RECOGE CABLE y pide PERDÓN por el BEEF a CONOR,2021-04-21,107937,6971,795,Apr
495,El WHITTAKER 2.0 puede vencer a ISRAEL ADESANYA?,2021-04-20,104851,6035,762,Apr
496,BEN ASKREN NO REPRESENTA a las MMA || CIRCO vs DEPORTE!,2021-04-19,156137,9083,1538,Apr
497,Le ROBARON a JUAN ESPINO???,2021-04-19,168281,10485,1397,Apr
498,JAKE PAUL HUMILLA A BEN ASKREN y a las MMA,2021-04-18,383921,16714,2395,Apr
499,Ben Askren es una VERGÜENZA,2021-04-18,174627,7379,924,Apr
500,Más de 1000 lbs en el PECHO! (1121 lb),2021-04-17,188377,8173,502,Apr
501,Cómo puede GANAR BEN ASKREN a JAKE PAUL?,2021-04-17,101261,5758,1015,Apr
502,AUTOC1RU614 de GINECOMASTIA y AUTOESTIMA,2021-04-16,244927,14429,1296,Apr
503,JAKE PAUL promete un KO en el SEGUNDO ASALTO!,2021-04-15,96360,4988,908,Apr
504,MIKE PERRY el TALENTO no EXISTE!!!,2021-04-15,114986,7064,629,Apr
505,"De CUBA a Bellator, Gustavo ""Cuban Assassin"" Trujillo",2021-04-14,63128,2664,209,Apr
506,CONOR McGREGOR predice un KO a lo SILVA,2021-04-14,120699,6456,804,Apr
507,CONOR McGREGOR vs DUSTIN POIRIER CANCELADA??? NUEVO DRAMA!!!,2021-04-13,136406,7767,852,Apr
508,La CAÍDA del PEQUEÑO GIGANTE y la POLÉMICA RODILLA,2021-04-12,116072,5315,577,Apr
509,El BRUTAL CAMBIO FÍSICO de ANDY RUIZ,2021-04-11,579497,14123,869,Apr
510,PAYASO SIN REMEDIO Conor Murphy se TOMA su OR1N4,2021-04-11,102620,7643,1015,Apr
511,El VERDADERO JOKER de la UFC Quiere bajar de PESO || Marvin Vettori vs. Kevin Holland,2021-04-10,75979,3804,416,Apr
512,GSP le muestra a PAULO COSTA como se HACE!!! ENTRENAMIENTO INTELIGENTE,2021-04-10,238771,9974,724,Apr
513,LOCURA??? FRANCIS NGANNOU quiere PELEAR con FURY o JOSHUA!,2021-04-09,165212,7407,1491,Apr
514,CONNOR MURPHY y el BATIDO de PROTEÍNAS de HOMBRE,2021-04-08,212325,10640,1643,Apr
515,OTRA PAYASADA || ANDERSON SILVA vs JULIO CESAR CHÁVEZ jr.,2021-04-07,325833,9201,1352,Apr
516,CONOR vs POIRIER 3 YA ESTÁ LISTA!,2021-04-06,146765,8645,1496,Apr
517,El REGRESO del GANGSTER (NATE DÍAZ),2021-04-05,139224,7362,867,Apr
518,JON JONES tiene MIEDO a FRANCIS NGANOU!!!,2021-04-04,186185,9500,1292,Apr
519,TRISTYN LEE y la DIETA KETO del 4%,2021-04-03,270855,12989,1132,Apr
520,KHABIB GANA por los CORTES de PESO!,2021-04-02,252134,9803,1255,Apr
521,ADESANYA PIERDE PATROCINIO con BMW por decir que V!0L4B4 a KEVIN HOLLAND,2021-04-01,128497,7345,1018,Apr
522,JAKE PAUL es un PAYASO y espero que GANE BEN ASKREN,2021-03-31,297227,13170,1540,Mar
523,"El CHEF ""NATURAL"" de La Casa Blanca",2021-03-30,183199,10010,796,Mar
524,Sean O'Malley le enseña COMO SE HACE a CONOR McGREGOR,2021-03-29,623241,11966,1065,Mar
525,FRANCIS pesó 29 LBS MÁS que STIPE!!!,2021-03-28,146418,7740,1709,Mar
526,FRANCIS NGANOU es el HOMBRE mas PELIGROSO del MUNDO || UFC 260,2021-03-28,260430,12278,2111,Mar
527,DESCOMUNAL FRANCIS NGANOU,2021-03-28,117767,5275,850,Mar
528,Los TAKEDOWNS le darán la VICTORIA a STIPE MIOCIC!!!?,2021-03-27,61212,3295,626,Mar
529,Por qué S4NGR4 LARRY WHEELS???,2021-03-27,479680,13631,689,Mar
530,Stipe Miocic vs Francis Ngannou PREDICCIÓN,2021-03-26,111944,6827,1481,Mar
531,ROTURA DEVASTADORA de PECTORAL!,2021-03-25,847783,18623,1126,Mar
532,JORGE MASVIDAL esta vez no hay EXCUSAS!!!,2021-03-24,194660,7989,1001,Mar
533,Por qué ISRAEL ADESANYA ODIA a MONSTER???,2021-03-23,292506,12233,836,Mar
534,Las MMA en CUBA,2021-03-22,18992,1057,47,Mar
535,PAULO COSTA ENFERMO y los ENTRENADORES de PATIO,2021-03-22,131797,6711,713,Mar
536,CONOR McGREGOR NO PERDONA a KHABIB,2021-03-21,238201,11346,2147,Mar
537,Se RETIRA KHABIB ya es OFICIAL!!!,2021-03-20,146445,7391,1212,Mar
538,Tyson Fury VS Anthony Joshua || Firman 2 PELEAS,2021-03-20,81908,5909,727,Mar
539,JAN LIMPIÓ el PISO con ADESANYA y eso es un 10-8!!!,2021-03-19,87968,4792,699,Mar
540,TONY FERGUSON el ÚLTIMO TREN!,2021-03-19,118140,7024,874,Mar
541,NADIE quiere PELEAR contra el KHABIB 2.0,2021-03-18,318625,10534,929,Mar
542,ISRAEL ADESANYA es un GRAN PERDEDOR!,2021-03-17,160234,9517,972,Mar
543,EYE POKE BRUTAL y GUANTES NUEVOS?,2021-03-17,353322,8896,776,Mar
544,JON JONES MOLERÍA a ISRAEL ADESANYA en los PESADOS,2021-03-16,160442,7513,861,Mar
545,STERLING HACE UN NEYMAR... Y QUÉ???,2021-03-15,108291,5769,793,Mar
546,CONOR McGREGOR CAMBIA a GUARDIA de Muay Thai,2021-03-14,513479,14304,1119,Mar
547,APOSTAR 1 MILLÓN a BEN ASKREN es una LOCURA!!! Jake Paul vs Ben Askren,2021-03-13,134076,6059,1196,Mar
548,El ÚLTIMO MINUTO de tu VIDA!!! Kara France vs  Bontorin UFC 259,2021-03-12,94189,5848,429,Mar
549,JOE ROGAN el DINERO la INACTIVIDAD y CONOR McGREGOR,2021-03-12,100073,5484,633,Mar
550,El TAMAÑO si IMPORTA || ADESANYA vs JAN,2021-03-11,104792,5823,997,Mar
551,PAULO COSTA quiere PELEAR contra FALLON FOX GRATIS!,2021-03-10,361279,17052,2183,Mar
552,El CHICO SYNTHOL DRENADO otra vez!,2021-03-09,550750,20518,1811,Mar
553,RODILLA ILEGAL y FALSO CAMPEÓN Aljamain Sterling VS Petr Yan || UFC 259,2021-03-08,199698,8828,1685,Mar
554,INVICTHOR podcast #1,2021-03-07,78366,4879,256,Mar
555,UFC 259 ANÁLISIS || PRIMERA DERROTA DE ISRAEL ADESANYA || Bestial Jan Blachowicz,2021-03-07,688035,17765,3633,Mar
556,GRANDE JAN!!!!!!!!!!!!!!!!!!! PRIMERA DERROTA DE IZZY,2021-03-07,83075,4550,966,Mar
557,UFC 259 LA MEJOR CARTELERA de la HISTORIA es HOY!,2021-03-06,65564,4293,895,Mar
558,Khamzat Chimaev HACE un CONOR McGREGOR,2021-03-06,81249,4682,494,Mar
