,title,published_date,views,likes,comments,month
829,ESTO ES INACEPTABLE || 800 LB de press banca,2020-06-25,116211,11369,1023,Jun
830,Mike Tyson vs Jon Jones || BOXEO VS MMA?,2020-06-24,66891,4963,755,Jun
831,UN GUERRERO NUNCA SE RINDE?,2020-06-23,252769,11670,994,Jun
832,"LA BESTIA ENFERMA || Brock Lesnar, Diverticulitis y QUÍMICA",2020-06-22,118982,6448,536,Jun
833,La verdadera BESTIA de la UFC || PAULO COSTA en 230 lb (106Kg),2020-06-21,325609,9054,1100,Jun
834,CHOQUE DE TRENES || Yoel Romero vs. Uriah Hall,2020-06-20,103018,4830,981,Jun
835,Pelea de NINJAS || Zabit Magomedsharipov vs Yair Rodriguez,2020-06-18,145222,5634,977,Jun
836,LAS ARMAS SECRETAS DE CONOR MCGREGOR || Lo que no vemos,2020-06-17,213442,12807,996,Jun
837,UFC 251 LOCURA DE CARTELERA en la ISLA DE MORTAL KOMBAT,2020-06-16,91361,4999,554,Jun
838,Jeff Cavaliere PESOS FALSOS Y FALSO NATURAL?,2020-06-15,542996,27370,2599,Jun
839,NATE DIAZ ATACA A USMAN Y BURNS,2020-06-13,63023,3570,562,Jun
840,La UFC y DANA WHITE son unos LADRONES,2020-06-12,151164,9011,1341,Jun
841,Las 2 PEORES DERROTAS de JUSTIN GAETHJE,2020-06-11,171755,5801,694,Jun
842,EL BESTIAL KO de Sean O'Malley || ANÁLISIS,2020-06-10,143668,6210,698,Jun
843,Sean O’Malley KO vs Cody Garbrandt KO || UFC 250,2020-06-09,81886,4351,614,Jun
844,BOMBA || CONOR DICE QUE SE RETIRA,2020-06-08,93582,6316,1298,Jun
845,UFC 250 RESULTADOS Y REACCIÓN || Sean o'malley y Cody Garbrandt KO,2020-06-07,125579,5738,940,Jun
846,JORGE MASVIDAL TAMBIÉN PIDE SALIR DE LA UFC,2020-06-06,77121,4058,803,Jun
847,UFC 250 PREDICCIONES || AMANDA NUNES VS FELICIA SPENCER,2020-06-05,60350,3411,627,Jun
848,JON JONES DEJA VACANTE EL TÍTULO,2020-06-04,70412,3865,642,Jun
849,JON JONES PROTEGE SU CIUDAD,2020-06-03,64832,5644,682,Jun
850,JON JONES VS DANA WHITE,2020-06-01,96029,4252,463,Jun
851,MOLIERON A TYRON WOODLEY || KO por Lowkick,2020-06-01,116384,5164,604,Jun
852,UN PEQUEÑO MENSAJE,2020-05-31,56741,6876,1120,May
853,HENRY CEJUDO EXPULSADO DE LOS RANKING || Esto es clickbait,2020-05-30,93014,6626,808,May
854,MIKE TYSON vs Wanderlei Silva en BKFC y 20 MILLONES!,2020-05-29,192191,7509,1122,May
855,Jorge Masvidal DISPARA a Colby Covington y Kamaru Usman,2020-05-28,67766,4119,647,May
856,Conor McGregor vs Kamaru Usman???,2020-05-27,89635,5002,968,May
857,La HISTORIA de los DOBLE CAMPEONES de la UFC,2020-05-26,131130,6141,732,May
858,JON JONES AMENAZA CON RETIRO || MONEY! MONEY! MONEY!,2020-05-25,78768,4712,759,May
859,Es CONOR McGREGOR  el MEJOR de la HISTORIA?,2020-05-24,108894,7594,2492,May
860,LA BESTIA DE BOYKA Habla de KIMIKA Y MMA || Martin Ford,2020-05-23,409865,13033,748,May
861,Khabib Nurmagomedov vs. Justin Gaethje || Quién es MEJOR LUCHADOR? || MENSAJE DE KHABIB,2020-05-21,96337,4689,919,May
862,CHITO VERA HABLA DEL ROBO,2020-05-20,156297,8000,700,May
863,Alistair Overeem ESTÁ DE VUELTA? || UFC Fight Night,2020-05-17,75667,4596,664,May
864,Conor McGregor le prende FUEGO a la DIVISIÓN (RESUBIDO),2020-05-16,33477,2126,283,May
865,Francis Ngannou El HOMBRE más PELIGROSO del MUNDO,2020-05-16,329074,14472,1918,May
866,CORAZÓN DE LEÓN SMITH || MMA o CIRCO ROMANO?,2020-05-14,127900,7134,1107,May
867,UFC 249 || Justin Gaethje VS Tony Ferguson ANÁLISIS,2020-05-13,274823,8640,1533,May
868,KO en 20 SEGUNDOS || Francis Ngannou vs Jairzinho Rozenstruik || UFC 249,2020-05-12,179628,6438,909,May
869,Justin Gaethje La CLAVE de su VICTORIA || UFC 249,2020-05-11,116726,6391,934,May
870,"UFC 249 || Tony Ferguson vs. Justin Gaethje || Pena por TONY, GRANDE GAETHJE",2020-05-10,197611,9932,3009,May
871,UFC 249 RESULTADOS,2020-05-10,90747,6883,1437,May
872,UFC 249 PREDICCIONES || Tony Ferguson VS Justin Gaethje,2020-05-08,77345,4880,1054,May
873,UFC 249 || COMO VA A GANAR GAETHJE || Tony Ferguson VS Justin Gaethje,2020-05-07,95985,4483,1047,May
874,TODOS QUIEREN A CONOR || UFC 249 y 3 EVENTOS en 8 DÍAS!,2020-05-05,57806,3481,556,May
875,Los 501KG de la MONTAÑA || Hafthor Bjornsson nuevo RECORD del MUNDO,2020-05-03,254526,9528,729,May
876,El RONALDINHO de las MMA || La ARAÑA SILVA,2020-05-02,172036,7845,666,May
877,Los PELEADORES más SUCIOS del MUNDO,2020-05-01,478924,11673,675,May
878,"Conor McGregor vs. Donald Cerrone || DONALD CERRONE ""NO QUERÍA ESTAR ALLÍ!""",2020-04-30,197146,6944,714,Apr
879,MIEDO por primera vez en JON JONES? || UFC 249,2020-04-29,114607,4753,676,Apr
880,El ganador de TONY vs GAETHJE va contra KHABIB!,2020-04-28,49098,2661,511,Apr
881,D0PING Y UFC,2020-04-27,89842,5315,718,Apr
882,CARAS DE PIEDRA || REACCIÓN,2020-04-27,33238,1989,238,Apr
883,TOP 15 || LOS MEJORES FÍSICOS DE LA UFC,2020-04-25,131460,6285,832,Apr
884,NO al KHABIB vs GSP || El CORTE de PESO de TONY,2020-04-24,87922,4330,623,Apr
885,ROBINHO sobrevalorado? Hablemos de futbol,2020-04-23,18569,909,186,Apr
886,GSP EL MEJOR DE LA HISTORIA || Georges St-Pierre CARRERA,2020-04-22,315747,11190,986,Apr
887,Las LÁGRIMAS de MIKE TYSON,2020-04-21,98835,7336,525,Apr
888,"ASÍ ES CUBA, CONTADO por UN CUBANO",2020-04-21,152464,11786,1839,Apr
889,Alimentación y entrenamiento,2020-04-20,28624,1541,87,Apr
890,Tony Ferguson and Justin Gaethje DIRECTO,2020-04-19,52220,1293,126,Apr
891,JON JONES se la devuelve a ADESANYA,2020-04-17,96339,4141,639,Apr
892,MOMENTOS KARMA UFC,2020-04-16,226421,10494,1056,Apr
893,Criar genios,2020-04-16,21192,1371,143,Apr
894,Las 7 BELLEZAS más PELIGROSAS del MUNDO,2020-04-15,154437,7920,1584,Apr
895,El poder del DOPING || ANTES Y DESPUÉS DE USADA,2020-04-14,178049,6674,632,Apr
896,Sean O'malley y el veganismo,2020-04-13,33978,1225,118,Apr
897,LA PEOR PELEA DE ANTHONY SMITH || Un extraño en casa!,2020-04-13,104678,5722,623,Apr
898,Athlete Rankings,2020-04-13,26004,988,107,Apr
899,Ferguson VS Werdum PELEA POR EL PAPEL HIGIÉNICO!!!,2020-04-11,36443,3036,466,Apr
900,"Por qué el HATE a KHABIB? || Khabib vs. McGregor, quién tuvo más oportunidades?",2020-04-11,217029,9525,1846,Apr
901,UFC 249 Pospuesto NO CANCELADO! Un palo a la UFC,2020-04-11,48887,2667,362,Apr
902,Eddie Hall VS Hafþór Björnsson La GUERRA por los 501KG,2020-04-10,34406,2559,223,Apr
903,OFICIAL CANCELADO EL UFC 249 y otros temas,2020-04-10,20746,1122,135,Apr
904,Los 7 peleadores más PELIGROSOS del MUNDO,2020-04-09,323253,12594,1894,Apr
905,Dana Defiende A Khabib,2020-04-09,17041,897,88,Apr
906,DANA WHITE y la ISLA de Mortal Kombat UFC 249,2020-04-08,55176,3121,392,Apr
907,ROBAN mi VIDEO VIRAL || SOMOS PICAROS || Ya todo está resuelto.,2020-04-07,87339,9196,1314,Apr
908,Oficial Tony Vs Gaethje UFC 249,2020-04-06,43705,1526,223,Apr
909,Dana White Demandado 10 Millones,2020-04-05,45595,1387,132,Apr
910,La BESTIA Pudzianowski De STRONGMAN a MMA,2020-04-05,135888,5497,413,Apr
911,Hablemos De Política!,2020-04-05,25894,1432,425,Apr
912,Conor Está Fuera,2020-04-04,33022,1598,157,Apr
913,Khabib Responde,2020-04-03,15782,1002,99,Apr
914,"Todos quieren DINERO || La CULPA no es de CONOR o KHABIB, son NEGOCIOS",2020-04-03,54192,3694,614,Apr
915,CONOR Merlín || Conor McGregor sabía el resultado del TONY vs KHABIB?,2020-04-02,78670,3870,501,Apr
916,"CM Punk, en qué PLANETA le ganaría a BROCK LESNAR?",2020-04-01,204561,11158,2502,Apr
917,Pobrecito Jones ||  UFC y más.,2020-03-31,34624,1461,151,Mar
918,"Jorge Masvidal, Justin Gaethje O KHABIB Y DÓNDE??? DÓNDE???",2020-03-31,55227,3358,652,Mar
919,No Es Miedo UFC 249,2020-03-30,45576,1391,137,Mar
920,La UFC busca UN REEMPLAZO para KHABIB || UFC 249?,2020-03-30,94520,4367,1029,Mar
921,Life In NY,2020-03-29,13681,781,61,Mar
922,7 PELEADORES que NO se RETIRARON a tiempo,2020-03-29,93424,4398,462,Mar
923,TODO sobre JON JONES (Video Integro),2020-03-28,85618,4519,610,Mar
924,Brock Lesnar  “El Oso Polar” La BESTIA Enferma!,2020-03-27,721473,22652,1718,Mar
925,Brock Lesnar  “El Oso Polar” La BESTIA de las MMA || SOBREVALORADO?,2020-03-26,127619,7375,634,Mar
926,La Mejor Cartelera De Todos Los Tiempos UFC 249,2020-03-26,22150,972,45,Mar
927,KHABIB está en RUSIA || Conor McGregor vs Justin Gaethje???,2020-03-25,60237,2957,361,Mar
928,Life Estoy Aburrido,2020-03-25,31430,1707,97,Mar
929,Life,2020-03-24,19890,1125,86,Mar
930,MENSAJE DE Conor McGregor PARA IRLANDA Y EL MUNDO,2020-03-24,110502,7795,708,Mar
931,PELEARÍAS CON UN SOLO BRAZO? || Nick Newell || Voluntad VS Genética.,2020-03-23,41861,3214,336,Mar
932,Live || CONOR VS KHABIB 2 y más.,2020-03-23,22484,1522,156,Mar
933,QUE SON LOS CORTES DE PESO? PELIGROS!🚨,2020-03-22,633238,21378,824,Mar
934,Las LOCURAS de LA ROCA || DISCIPLINA EXTREMA,2020-03-21,472150,23723,966,Mar
935,UFC 249 || CÓMO Y DÓNDE? RUSIA???,2020-03-20,53934,2982,312,Mar
936,AYUNO INTERMITENTE || Los beneficios || RESUBIDO!,2020-03-20,75942,5758,397,Mar
937,En Vivo,2020-03-19,19046,1998,215,Mar
938,La Biología NO es G0RD0FOBICA,2020-03-19,55750,4771,374,Mar
939,ERES IGUAL DE EGOÍSTA QUE ELLOS,2020-03-17,42155,4587,535,Mar
940,COMPRA TUS DERROTAS,2020-03-17,57132,5826,411,Mar
941,Yao Ming || EXPERIMENTOS GENÉTICOS,2020-03-16,58427,3901,320,Mar
942,CANCELADA Tyron Woodley vs Leon Edwards || REEMPLAZO Colby Covington?,2020-03-16,35725,1893,305,Mar
943,LA GENÉTICA DE HÉRCULES || Miostatina,2020-03-14,437346,17762,827,Mar
944,La UFC SIGUE! UFC 249 Dice DANA que si! Pero a PUERTAS CERRADAS.,2020-03-13,43531,2750,275,Mar
945,ENTRENAR EN CASA Y LISTO ⚠️🦠🦠🦠,2020-03-13,64992,5228,636,Mar
946,"KHABIB, FEMINISMO Y JERARQUÍA",2020-03-13,216206,12806,1537,Mar
947,LA ILUSIÓN DEL SUPERHÉROE || De HUEVOS a UVAS PASAS || MITO O REALIDAD,2020-03-11,232787,11927,636,Mar
948,YOEL no juegues a ser VICTIMA || UFC 248,2020-03-10,89234,6378,1131,Mar
949,UFC 248 Adesanya vs Romero || DE LO MEJOR A LO PEOR,2020-03-09,188636,9371,1340,Mar
950,UFC 249: Khabib vs. Ferguson || Rueda de prensa || PELEA CALLEJERA?,2020-03-08,252713,11349,1551,Mar
951,UFC 248 PREDICCIONES Y FACE OFF (Israel Adesanya vs. Yoel Romero),2020-03-07,70444,4023,782,Mar
952,"NO SOY EL ÚNICO LOCO (Larratt, Dorian y otros nos hablan del D0P1NG)",2020-03-06,55885,3260,268,Mar
953,LA VENGANZA DE GSP (Georges St-Pierre) RESUBIDO,2020-03-06,56434,3381,275,Mar
954,POR QUÉ ADESANYA ELIGIÓ A ROMERO?,2020-03-05,201044,6581,809,Mar
955,SOLO PATREON 4 La NeoEspaña,2020-03-04,27262,3523,1180,Mar
956,EL ULTIMO TREN DE YOEL ROMERO,2020-03-03,101851,4910,606,Mar
957,MATT 2.0 || DESAHOGO || SOLO PARA QUIENES NO LO CONOZCAN,2020-03-02,56094,6381,660,Mar
958,SÉ TU PROPIO HÉROE,2020-03-01,145723,14701,976,Mar
959,JUSTIN GAETHJE vs CONOR MCGREGOR || El tapado!,2020-02-29,503340,6172,756,Feb
960,LA CULPA ES DEL TRAJE || Deontay Wilder vs. Tyson Fury II,2020-02-28,91291,4505,578,Feb
961,CUAL ES LA MEJOR GENETICA?,2020-02-27,247490,14173,1292,Feb
962,Deontay Wilder vs. Tyson Fury II Análisis,2020-02-26,108170,5683,774,Feb
963,"HENRY CAVILL, The Witcher y LOS CORTES DE PESO",2020-02-25,92665,5166,254,Feb
964,POR QUÉ LA IZQUIERDA DE CONOR ES TAN TEMIDA?,2020-02-24,364233,13428,818,Feb
965,TRISTYN LEE 2.0,2020-02-22,277617,13560,1223,Feb
966,POR QUÉ LOS JÓVENES DE HOY SON DÉBILES?,2020-02-21,469579,22189,2233,Feb
967,El TRABAJO DURO no funciona,2020-02-20,212678,10738,1079,Feb
968,SHAWN RAY Y LOS GURÚS DE LA KIMIK,2020-02-19,70842,4470,303,Feb
969,480 KG UNA BESTIALIDAD,2020-02-18,125661,8000,638,Feb
970,CONOR MCGREGOR VS NATE DIAZ || VICTORIA VEGANA,2020-02-17,115435,6171,785,Feb
971,NO TENGO ENERGÍA,2020-02-16,92398,9440,602,Feb
972,SER VEGANO NO TE HACE BUENA PERSONA,2020-02-15,77377,8091,1230,Feb
973,RUPTURAS,2020-02-14,58777,6852,452,Feb
974,G0RD0F0BI4 || LAGRIMAS DE COCODRILO,2020-02-13,214310,15545,1123,Feb
975,DE ISRAEL ADESANYA A BATMAN,2020-02-12,111405,7182,717,Feb
976,UFC 247 CRITICA A LOS JUECES,2020-02-12,42359,2898,639,Feb
977,JONES VS REYES UFC 247 || Primera reacción y opinión,2020-02-10,119694,5954,1882,Feb
978,YOEL GANA EL PRIMER ROUND,2020-02-09,241094,6876,657,Feb
979,De algo vamos a morir PODCAST_2,2020-02-08,61275,4519,460,Feb
980,MASVIDAL VS USMAN (ERA NECESARIO?),2020-02-08,111411,4686,384,Feb
981,TODO APUNTA A UN KHABIB VS CONOR 2,2020-02-07,114739,6573,1867,Feb
982,JONES VS REYES VS ADESANYA || UFC 247,2020-02-05,63628,3488,557,Feb
983,100% CARNÍVORO Dieta de Moda || JOE ROGAN Y EL ABDOMEN INFLADO,2020-02-04,432134,12600,1115,Feb
984,MIS TAREAS + HOMBRO Y TRAPS,2020-02-03,76558,5598,457,Feb
985,LAS 3 ETAPAS DEL REGRESO DE CONOR,2020-02-02,200211,10628,649,Feb
986,Promoción a la obesidad PODCAST_1,2020-02-01,78462,6904,841,Feb
987,JON JONES ES INVENCIBLE?,2020-02-01,139824,6355,1574,Feb
988,Conor McGregor vs Cowboy Cerrone y un BUFÓN,2020-01-30,88536,5254,467,Jan
989,EL SEÑOR DE LA FUERZA,2020-01-30,66956,5033,397,Jan
990,MENTALIDAD DE MAMBA EN MI VIDA,2020-01-29,315307,16528,899,Jan
991,"QUERIDO HATER, TE EXPLICO ALGUNOS PUNTOS",2020-01-28,63387,6433,795,Jan
992,"Kobe Bryant - ""Mamba Out""",2020-01-27,118397,10764,760,Jan
993,Mi PROBLEMA con el FITNESS,2020-01-26,179548,12658,1103,Jan
994,Del REY LEÓN a BOB ESPONJA,2020-01-26,213260,14619,1023,Jan
995,100 MILLONES para un KHABIB VS CONOR,2020-01-25,120009,6840,752,Jan
996,Israel Adesanya vs. Yoel Romero || CUIDADO CON EL VIEJO,2020-01-24,590346,10834,999,Jan
997,RUTINA DE BRAZOS (Biceps & Triceps) VLOG,2020-01-23,76620,6514,541,Jan
998,MESSI Y LA HGH || NATURAL?,2020-01-21,111652,7672,549,Jan
999,De CONOR a ZZ || Los que trabajan duro tienen un jardín,2020-01-21,91472,8362,862,Jan
1000,McGregor vs Cowboy PREDICCIONES,2020-01-18,88347,5433,981,Jan
1001,McGregor vs Cowboy DOS FACTORES CLAVES,2020-01-18,80350,5297,528,Jan
1002,CUÁNTO GASTO EN COMIDA Y QUÉ COMPRO?,2020-01-16,309296,24401,2052,Jan
1003,FEDE VALE UNA COPA,2020-01-15,66428,6084,474,Jan
1004,EL MEJOR PELEADOR DEL 2019,2020-01-14,376457,9904,853,Jan
1005,"CONOR MCGREGOR, LUCES Y SOMBRAS DE SU ENTREVISTA",2020-01-13,104310,5695,562,Jan
1006,NO CONFUNDAS ESTRUCTURA Y MASA CON HUESOS Y GRASA,2020-01-12,73466,5589,477,Jan
1007,CONOR Y EL RESPETO || LEWIS Y EL EGO EN LAS MMA,2020-01-09,75030,6709,601,Jan
1008,ADAMA TRAORE pesa MENOS que GRIEZMANN y lo MISMO QUE MESSI,2020-01-09,228281,11978,1279,Jan
1009,"EL REAL MADRID, LA MALA SUERTE Y LA MADRE DE LOS TOMATES",2020-01-08,39095,3798,492,Jan
1010,"ADAMA TRAORE, NATURAL? PESAS?",2020-01-06,422197,23289,2517,Jan
1011,ALGUNOS CAMBIOS,2020-01-03,46121,6360,838,Jan
1012,DESMOTIVACIÓN DE AÑO NUEVO,2020-01-01,78754,9999,801,Jan
1013,EL GYM ES UNA PRIORIDAD NO UN LUJO,2019-12-31,189444,12284,884,Dec
1014,Mohamed Ali y los CTE,2019-12-29,496442,25934,1730,Dec
1015,No todos los CUELLOS son iguales.,2019-12-28,77841,5907,576,Dec
1016,ALEX CARUSO y la HUMILDAD de JUGAR PARA GANAR,2019-12-26,110522,6049,371,Dec
1017,ESTE ISCO ES MARADONA || ESTO ES CLICKBAIT || CONSEJO PARA LOS TALENTOSOS,2019-12-25,85404,5571,612,Dec
1018,Es mejor una verdad dolorosa que una mentira útil.,2019-12-23,42818,4973,753,Dec
1019,ACTIVA EL MODO TIGRE,2019-12-22,225285,19205,1466,Dec
1020,EL FUTBOL ES EL UNICO DEPORTE LIMPIO II,2019-12-21,91994,5063,633,Dec
1021,EL FUTBOL ES EL UNICO DEPORTE LIMPIO,2019-12-20,141773,9583,1012,Dec
1022,VICTORIA DEL MUAY THAI || UFC 245 ANÁLISIS FINAL,2019-12-19,70776,3699,324,Dec
1023,BRUTAL TKO DE USMAN A COLBY,2019-12-17,90106,5014,702,Dec
1024,ICARUS PARTE 2,2019-12-15,47603,3903,250,Dec
1025,ICARUS PARTE 1,2019-12-15,78761,3911,238,Dec
1026,MASCULINIDAD T0XIC4,2019-12-14,318075,30247,2097,Dec
1027,LA COPIA CHINA VS LA PESADILLA NIGERIANA || UFC 245 PREDICCIONES,2019-12-14,64724,3205,455,Dec
1028,TODOS SE D0P4N,2019-12-13,186101,11912,1074,Dec
1029,EL PEOR CORTE QUE HE VISTO,2019-12-12,288045,10077,837,Dec
1030,"EL REGRESO DE McGregor || Conor McGregor VS Donald ""Cowboy"" Cerrone",2019-12-09,370404,6605,750,Dec
1031,LOS LIMITES GENÉTICOS NO EXISTEN,2019-12-09,583881,23523,1409,Dec
1032,PREGUNTAS Y RESPUESTAS II,2019-12-04,62172,5666,370,Dec
1033,LA COPIA CHINA DE Conor McGregor,2019-12-03,196931,8138,902,Dec
1034,De la ROCA a LESNAR || ENTRENA PARA TU GENÉTICA,2019-11-30,127310,8445,542,Nov
1035,Deontay Wilder vs  Luis Ortiz II ANÁLISIS,2019-11-29,40188,2694,340,Nov
1036,LA DIETA DEL GLADIADOR || The Game Changers,2019-11-28,86748,6297,667,Nov
1037,EL LADO OSCURO DE LA KIMIK,2019-11-27,146855,9165,450,Nov
1038,PREGUNTAS Y RESPUESTAS || Que entrenamiento recomiendas?,2019-11-26,59912,4853,310,Nov
1039,Deontay Wilder VS Luis Ortiz || LA BESTIA ECTOMORFA,2019-11-23,57338,3499,438,Nov
1040,NO ES TAN GRACIOSO,2019-11-20,470297,21276,1014,Nov
1041,LA REGLA QUE NADIE CUMPLE EN LA UFC,2019-11-19,383809,11486,819,Nov
1042,NATE DÍAZ SUPLEMENTOS Y KIMIK,2019-11-17,167625,7685,575,Nov
1043,INSTAGRAM VS REALIDAD,2019-11-16,257972,13936,802,Nov
1044,FRACASO,2019-11-13,142862,12876,786,Nov
1045,CORTES DE PESO y otras cositas,2019-11-12,98407,9275,938,Nov
1046,Zion Williamson Y los G0RD0S por GENÉTICA,2019-11-11,155603,7135,534,Nov
1047,Cuando el JJB les ganó a todos.,2019-11-08,535951,8904,1099,Nov
1048,Nate Diaz vs Jorge Masvidal || UFC 244,2019-11-06,318456,6895,725,Nov
1049,EL JOKER DE LA UFC,2019-11-02,245124,7420,705,Nov
1050,Por qué lo hacen?,2019-11-01,420724,19276,879,Nov
1051,El regreso de BEN ASKREN,2019-10-30,97946,4132,436,Oct
1052,SER DÉBIL ESTA MAL || PARTE 2,2019-10-29,109042,10046,459,Oct
1053,SER DÉBIL ESTA MAL || PARTE 1,2019-10-27,222322,19829,1237,Oct
1054,Yair Rodriguez VS Jeremy Stephens || UFC BOSTON,2019-10-25,127556,3245,475,Oct
1055,EL LADO OSCURO DE LA KIMIK,2019-10-23,163972,9193,598,Oct
1056,LA RUINA DEL MADRID Y LOS G0RD0S POR GENÉTICA,2019-10-20,397559,24913,1918,Oct
1057,VEGANOS NATURALES Y SANTOS,2019-10-18,173101,10414,1219,Oct
1058,CRITICANDO MI FÍSICO,2019-10-17,243589,15657,897,Oct
1059,CÉLULAS MADRE Y LA RELATIVIDAD DEL DINERO,2019-10-15,135216,7398,642,Oct
1060,UFC MÉXICO || Yair Rodríguez Y LOS MACHOS ALFA,2019-10-14,79545,4932,665,Oct
1061,100K,2019-10-12,38833,7533,1076,Oct
1062,LOCURA DE CICLO || LOS GURUS DE LA KIMIK,2019-10-10,417310,17509,1131,Oct
1063,UFC 243 || LOS MÚSCULOS NO SON TODO || Israel Adesanya OTRO FLACO DURO,2019-10-09,228977,9815,945,Oct
1064,UN NUEVO PERRO EN EL PATIO || Israel Adesanya CAMPEÓN || UFC 243,2019-10-08,508534,10008,824,Oct
1065,UFC 243 Y EL MAS DURO DE LA HISTORIA,2019-10-05,109944,6087,468,Oct
1066,POR QUÉ LOS MUELE? || ENTRENAMIENTO HARDCORE DE TONY,2019-10-03,834198,15746,1398,Oct
1067,LA VUELTA DEL CULTURISMO FEMENINO,2019-10-03,106362,6555,1598,Oct
1068,APRENDER A CAER,2019-10-02,82846,7731,646,Oct
1069,"KHABIB, PETA Y LOS OSOS",2019-09-30,142085,9758,906,Sep
1070,Harakiri del Culturismo || Mr Olimpia 2019,2019-09-27,161707,8574,587,Sep
1071,LA PESADILLA DE KHABIB || Tony Ferguson,2019-09-26,666786,17137,2272,Sep
1072,APOLOGÍA DE LA KIMIK,2019-09-23,128325,6846,518,Sep
1073,LA MEJOR GENÉTICA DE LA HISTORIA,2019-09-23,182794,9277,591,Sep
1074,EL ASCENSO Y LA CAÍDA DE McGregor,2019-09-22,183065,9518,772,Sep
1075,LA RELATIVIDAD DE LA KIMIK || Devon Larratt after Denis Cyplenkov,2019-09-21,516953,13635,1311,Sep
1076,EFECTO KIMIK Y EL HOMBRE MAS RÁPIDO DE LA UFC,2019-09-20,352115,11741,976,Sep
1077,ESTILO VS FUERZA || Robert Whittaker VS Israel Adesanya || UFC 243,2019-09-17,84983,4516,435,Sep
1078,MOMENTOS KARMA MMA,2019-09-15,432058,19265,648,Sep
1079,EN DEFENSA DEL CULTURISMO,2019-09-12,166617,13268,1616,Sep
1080,ADIÓS AL PRIMER MATAGIGANTES || Franco Columbu,2019-09-11,71403,4370,214,Sep
1081,"Tess Holliday , New York Y UN PANDA",2019-09-10,45346,6214,510,Sep
1082,EFECTO KHABIB 2.0 || Las declaraciones de un verdadero campeón,2019-09-08,42685,3512,398,Sep
1083,LA ÚNICA OPORTUNIDAD DE Poirier || UFC 242,2019-09-08,36689,2134,262,Sep
1084,DECEPCIÓN KHABIB VS KHABIB || UFC 242,2019-09-07,69855,4156,810,Sep
1085,UFC 242 || KHABIB VS POIRIER || ENTRENOS Y ANALISIS,2019-09-06,55292,3385,279,Sep
1086,Gym Fails 2019,2019-09-05,883765,37107,1438,Sep
1087,TODOS TIENEN UN PLAN,2019-09-01,168190,14573,855,Sep
1088,LO PEOR DE LA INDUSTRIA DEL FITNESS,2019-08-31,105385,8244,524,Aug
1089,RESPETO || Max Holloway vs. Dustin Poirier || UFC 236,2019-08-29,167143,10865,675,Aug
1090,Cómo lo hizo? || LA IMPORTANCIA DEL CUELLO Y EL TRAPECIO || UFC 241,2019-08-26,390055,9286,429,Aug
1091,POR QUÉ Khabib ES TAN DOMINANTE? || UFC 242,2019-08-25,230216,9285,965,Aug
1092,QUÉ ES SER NATURAL?,2019-08-24,48216,4403,348,Aug
1093,ESTOY ESTANCADO,2019-08-23,63256,5238,421,Aug
1094,PARA QUÉ SIRVE ESTUDIAR?,2019-08-22,143941,12778,879,Aug
1095,LOS FLACOS ROMPEN MIS PRONÓSTICOS || UFC 241 ANALISIS,2019-08-20,96360,5217,540,Aug
1096,DADOS CARGADOS || UFC 241 || Yoel Romero VS Paulo Costa,2019-08-19,131194,5478,980,Aug
1097,UFC 241 || MESOMORFO VS MESOMORFO ||  Anthony Pettis vs Nate Diaz,2019-08-17,94536,4047,520,Aug
1098,Culpa sin rostro.,2019-08-16,98059,7968,1630,Aug
1099,Por qué CACERÍA DE BRUJAS?,2019-08-15,65393,7015,937,Aug
1100,SOLO PARA G0RD0S || Genética o Gula,2019-08-13,115569,9201,619,Aug
1101,QUE TIPO DE CUERPO TIENES?,2019-08-11,152979,11437,539,Aug
1102,MEJORES KO || ENERO - JULIO || REACCIÓN,2019-08-09,134498,6408,313,Aug
1103,POTENCIAL GENÉTICO,2019-08-09,508999,21377,885,Aug
1104,Sacúdete el polvo. || EL MEJOR PESO PESADO DE LA HISTORIA,2019-08-07,43645,3718,226,Aug
1105,SI TE ENOJAS PIERDES,2019-08-07,137870,11000,565,Aug
1106,PREGUNTAS Y RESPUESTAS 1 || MAMBA MENTALITY,2019-08-05,149653,13896,901,Aug
1107,SOBREENTRENAMIENTO y otras locuras,2019-08-04,382326,26085,2763,Aug
1108,ECTOMORFO vs ENDOMORFO,2019-08-03,46143,3783,408,Aug
1109,3 TIPS || MIS BRAZOS NO CRECEN,2019-08-02,112835,7222,398,Aug
1110,PORQUE NO BAJO DE PESO? || BALANCE CALÓRICO,2019-08-01,112843,8437,554,Aug
1111,GANAR MUSCULO Y PERDER GRASA ES IMPOSIBLE,2019-07-31,433552,22363,948,Jul
1112,CRISIS,2019-07-29,631490,21029,1117,Jul
1113,LAS ARTES MARCIALES MAS GOFFY DEL MUNDO.,2019-07-27,249616,12277,877,Jul
1114,UFC 240 Max Holloway VS Frankie Edgar la pesadilla de Hawaii || Cyborg VS Cyborg,2019-07-27,18255,1524,147,Jul
1115,ES JUSTO???,2019-07-25,54257,5499,1005,Jul
1116,TIENES QUE CAER!,2019-07-24,60935,7856,451,Jul
1117,EL DEPORTE MAS GUFFY DEL MUNDO,2019-07-23,77135,6210,430,Jul
1118,NOSOTROS SIEMPRE GANAMOS,2019-07-23,95469,6343,445,Jul
1119,Henry Cejudo llamada para AMANDA NUNES,2019-07-21,29567,2239,350,Jul
1120,SER NATURAL NO ES SER UN GATO MOJADO,2019-07-20,198384,15372,1234,Jul
